cell_name,cell_mean_mito_area_(pixels_squared),cell_median_mito_area_(pixels_squared),cell_std_mito_area_(pixels_squared),cell_mean_mito_eccentricity,cell_median_mito_eccentricity,cell_std_mito_eccentricity,cell_mean_mito_equi_diameter_(pixels),cell_median_mito_equi_diameter_(pixels),cell_std_mito_equi_diameter_(pixels),cell_mean_mito_euler_number,cell_std_mito_euler_number,cell_mean_mito_extent,cell_median_mito_extent,cell_std_mito_extent,cell_mean_mito_major_axis_(pixels),cell_median_mito_major_axis_(pixels),cell_std_mito_major_axis_(pixels),cell_mean_mito_minor_axis_(pixels),cell_median_mito_minor_axis_(pixels),cell_std_mito_minor_axis_(pixels),cell_mean_mito_orientation_(degrees),cell_median_mito_orientation_(degrees),cell_std_mito_orientation_(degrees),cell_mean_mito_perimeter_(pixels),cell_median_mito_perimeter_(pixels),cell_std_mito_perimeter_(pixels),cell_mean_mito_solidity,cell_median_mito_solidity,cell_std_mito_solidity,cell_mean_mito_centroid_x_(pixels),cell_median_mito_centroid_x_(pixels),cell_std_mito_centroid_x_(pixels),cell_mean_mito_centroid_y_(pixels),cell_median_mito_centroid_y_(pixels),cell_std_mito_centroid_y_(pixels),cell_mean_mito_distance_(pixels),cell_median_mito_distance_(pixels),cell_std_mito_distance_(pixels),cell_mean_mito_weighted_cent_x_(pixels),cell_median_mito_weighted_cent_x_(pixels),cell_std_mito_weighted_cent_x_(pixels),cell_mean_mito_weighted_cent_y_(pixels),cell_median_mito_weighted_cent_y_(pixels),cell_std_mito_weighted_cent_y_(pixels),cell_mean_mito_weighted_distance_(pixels),cell_median_mito_weighted_distance_(pixels),cell_std_mito_weighted_distance_(pixels),cell_mean_mito_form_factor,cell_median_mito_form_factor,cell_std_mito_form_factor,cell_mean_mito_roundness,cell_median_mito_roundness,cell_std_mito_roundness,cell_mean_mito_branch_count,cell_std_mito_branch_count,cell_mean_mito_mean_branch_length_(pixels),cell_median_mito_mean_branch_length_(pixels),cell_std_mito_mean_branch_length_(pixels),cell_mean_mito_total_branch_length_(pixels),cell_median_mito_total_branch_length_(pixels),cell_std_mito_total_branch_length_(pixels),cell_mean_mito_median_branch_length_(pixels),cell_median_mito_median_branch_length_(pixels),cell_std_mito_median_branch_length_(pixels),cell_mean_mito_std_branch_length_(pixels),cell_std_mito_std_branch_length_(degrees),cell_mean_mito_mean_branch_angle_(degrees),cell_median_mito_mean_branch_angle_(degrees),cell_std_mito_mean_branch_angle_(degrees),cell_mean_mito_median_branch_angle_(degrees),cell_median_mito_median_branch_angle_(degrees),cell_std_mito_median_branch_angle_(degrees),cell_mean_mito_std_branch_angle_(degrees),cell_std_mito_std_branch_angle_(degrees),cell_mean_mito_total_density_(pixels),cell_median_mito_total_density_(pixels),cell_std_mito_total_density,cell_mean_mito_average_density_(pixels),cell_median_mito_average_density_(pixels),cell_std_mito_average_density_(pixels),cell_mean_mito_median_density_(pixels),cell_median_mito_median_density,cell_std_mito_median_density_(pixels),cell_kurtosis_x,cell_weighted_kurtosis_x,cell_kurtosis_y,cell_weighted_kurtosis_y,cell_kurtosis_squared,cell_weighted_kurtosis_squared,cell_skewness_x,cell_weighted_skewness_x,cell_skewness_y,cell_weighted_skewness_y,cell_skewness_squared,cell_weighted_skewness_squared,cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension
0.tif,1443.3783068783068,761.0,1988.7725993994388,0.8462901737016656,0.9159693141379146,0.16540305238220865,36.97580234880787,31.12761797893204,21.692311517960462,0.9285714285714286,0.3296279310681776,0.5325773303178605,0.5483138016318794,0.2037638701247295,82.70589916503586,57.254771729517124,77.25138206247404,27.7213031249895,19.72354449185476,23.81737854504752,0.12106769659249117,0.1934820672191968,0.8908864116584089,233.17403260677253,135.46803743153546,292.5173224398384,0.8051040408557588,0.8836654359667395,0.18289503064363635,1041.3014069975657,1120.6008674631917,532.6344040964505,969.6034498566561,971.2326138933206,558.7627476801943,1546.1690953607783,1528.7649010530986,479.28677778817536,2.634593300656347,1.2839000214443996,4.2435480206267835,2.565453601027477,1.0442157856439827,4.41076114795794,3.985210330818134,2.082121893850382,5.924799267969281,3.087514238090529,1.8893337412510252,3.4684087552297154,0.38944558697216225,0.3150381280367708,0.25498745655001326,2.0714285714285716,2.6958087342521995,53.297358648081705,42.42813256907745,38.70326666320811,100.72222656382264,57.27527885876009,130.48656824823385,51.31481915641524,39.35687973242204,38.8983305194294,6.744401376628451,17.10415452314662,6.11354439466274,5.2057088273253385,48.14730950284869,6.4554721559041806,6.471939545949247,49.70683982726085,9.340500681011132,18.71777972978238,5776.03564453125,2930.223388671875,8363.1982421875,3.6761131286621094,3.6706621646881104,0.7198318839073181,3.414874315261841,3.59689998626709,0.6885231733322144,-0.9225174764595923,28.517990131236008,-1.199322239782939,26.066866799854918,2.28941232921134,1492.7573058866528,-0.13728660081950145,4.59725596134363,-0.0030350764246921936,4.4791625946045395,0.018856822453476856,41.197659923014015,-25.532208723580997,2231.3500590895696,2045.5673250521033,0.3994849263106399,0.13313290084423707,0.1558082440034486,1.8712998607165137
1.tif,1362.4972677595629,732.0,2133.487859518738,0.8800869149506326,0.945590100357167,0.14988744996416156,35.5050000128618,30.528604486589636,21.775683111943298,0.9508196721311475,0.326911169642536,0.4472929188918778,0.4033825114268499,0.21490007717743478,91.37412943150187,64.91478153390574,88.19556901239913,27.992512026694584,17.07802684288155,29.975176450889222,0.04404644895178329,0.2097483035500177,0.851560498516893,256.35067816106704,147.4177848998413,359.1443838384062,0.7444779418384556,0.8081832459549851,0.2053101847628909,1013.9271339998174,1062.355437598736,531.1964352558696,1119.6900610676282,1140.71160264081,615.2575106032479,1609.9387071067142,1589.4096402323162,592.0835096981865,2.7278330164382827,1.4171342400044917,4.898974867080908,2.8371039724124336,1.4421395540974666,4.7929050248755765,4.182647022698669,2.4274744393198433,6.705787733378317,3.94768498978988,2.491902063020677,4.835246725810704,0.3033109216697861,0.2172906008950105,0.22860936334714194,2.019125683060109,2.7365498801408408,61.11439987486279,48.35393505509391,45.17004285158745,112.63821058714687,67.30197382511568,158.5767472013579,59.28984993140916,45.48404563143076,45.524917072140845,6.940640159486453,16.2656955016199,5.970133253914532,12.708814355321888,46.47250561727303,5.579177648738195,12.927751537047339,47.933916729086555,9.017125002077517,18.17435804522452,4669.98583984375,2348.064453125,7833.611328125,3.110187530517578,3.148890495300293,0.5597935914993286,2.917539119720459,3.0,0.5601140856742859,-0.9296206114853076,36.001425315987404,-1.2502545298141334,39.22773408727601,2.4273308706190773,2834.917746404655,-0.2430042613763326,5.288911819362714,-0.16275734026498315,5.145272709186546,0.08554102285718848,54.44641948489448,61.164419333710725,2419.210405611019,2037.7986086041508,0.5389459034435358,0.11924234718094433,0.13503185748210808,1.8467314081491564
